"# section: metrics (per scenario, per metric, per graph)"
section,scenario,metric,graph,value,suspected
metrics,human-mouse-s2_aml_15k_p24,ARC,union_input,1057.0,
metrics,human-mouse-s2_aml_15k_p24,cycle_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,syntactic_uniqueness_ratio,union_input,1.0,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_subclassof_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,new_cross_onto_relations_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_relations_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,corc_per_applied_alignment,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,new_intra_onto_relations_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,triple_count_delta,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,connectivity_ratio,union_input,0.825,
metrics,human-mouse-s2_aml_15k_p24,triple_preservation_ratio,union_input,1.0,
metrics,human-mouse-s2_aml_15k_p24,annotation_coverage_ratio,union_input,0.9975,
metrics,human-mouse-s2_aml_15k_p24,comment_coverage_ratio,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_count,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_change_per_alignment,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,structural_redundancy,union_input,0.029134,
metrics,human-mouse-s2_aml_15k_p24,ALC,union_input,4886.0,
metrics,human-mouse-s2_aml_15k_p24,average_depth,union_input,3.8034,
metrics,human-mouse-s2_aml_15k_p24,max_depth,union_input,10.0,
metrics,human-mouse-s2_aml_15k_p24,average_breadth,union_input,4.8208,
metrics,human-mouse-s2_aml_15k_p24,max_breadth,union_input,151.0,
metrics,human-mouse-s2_aml_15k_p24,unsatisfiable_classes,union_input,,
metrics,human-mouse-s2_aml_15k_p24,applied_alignments,union_input,0.0,
metrics,human-mouse-s2_aml_15k_p24,ARC,merged_ontology,1143.0,
metrics,human-mouse-s2_aml_15k_p24,cycle_count,merged_ontology,158.0,
metrics,human-mouse-s2_aml_15k_p24,syntactic_uniqueness_ratio,merged_ontology,0.99,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_subclassof_count,merged_ontology,2175.0,
metrics,human-mouse-s2_aml_15k_p24,new_cross_onto_relations_count,merged_ontology,1074.0,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_relations_count,merged_ontology,3489.0,
metrics,human-mouse-s2_aml_15k_p24,corc_per_applied_alignment,merged_ontology,2.573,
metrics,human-mouse-s2_aml_15k_p24,new_intra_onto_relations_count,merged_ontology,1151.0,
metrics,human-mouse-s2_aml_15k_p24,triple_count_delta,merged_ontology,4081.0,
metrics,human-mouse-s2_aml_15k_p24,connectivity_ratio,merged_ontology,0.7887,
metrics,human-mouse-s2_aml_15k_p24,triple_preservation_ratio,merged_ontology,0.8931,
metrics,human-mouse-s2_aml_15k_p24,annotation_coverage_ratio,merged_ontology,0.7719,
metrics,human-mouse-s2_aml_15k_p24,comment_coverage_ratio,merged_ontology,0.7712,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_count,merged_ontology,0.0,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_change_per_alignment,merged_ontology,0.0,
metrics,human-mouse-s2_aml_15k_p24,structural_redundancy,merged_ontology,0.16602,
metrics,human-mouse-s2_aml_15k_p24,ALC,merged_ontology,4063.0,
metrics,human-mouse-s2_aml_15k_p24,average_depth,merged_ontology,2.5429,
metrics,human-mouse-s2_aml_15k_p24,max_depth,merged_ontology,10.0,
metrics,human-mouse-s2_aml_15k_p24,average_breadth,merged_ontology,4.526,
metrics,human-mouse-s2_aml_15k_p24,max_breadth,merged_ontology,172.0,
metrics,human-mouse-s2_aml_15k_p24,unsatisfiable_classes,merged_ontology,,
metrics,human-mouse-s2_aml_15k_p24,applied_alignments,merged_ontology,1356.0,
metrics,human-mouse-s2_aml_15k_p24,ARC,applied_alignments,603.0,
metrics,human-mouse-s2_aml_15k_p24,cycle_count,applied_alignments,0.0,
metrics,human-mouse-s2_aml_15k_p24,syntactic_uniqueness_ratio,applied_alignments,1.0,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_subclassof_count,applied_alignments,2336.0,0
metrics,human-mouse-s2_aml_15k_p24,new_cross_onto_relations_count,applied_alignments,2.0,
metrics,human-mouse-s2_aml_15k_p24,cross_onto_relations_count,applied_alignments,4934.0,0
metrics,human-mouse-s2_aml_15k_p24,corc_per_applied_alignment,applied_alignments,3.5344,
metrics,human-mouse-s2_aml_15k_p24,new_intra_onto_relations_count,applied_alignments,0.0,
metrics,human-mouse-s2_aml_15k_p24,triple_count_delta,applied_alignments,-1855.0,
metrics,human-mouse-s2_aml_15k_p24,connectivity_ratio,applied_alignments,0.8702,
metrics,human-mouse-s2_aml_15k_p24,triple_preservation_ratio,applied_alignments,0.9996,
metrics,human-mouse-s2_aml_15k_p24,annotation_coverage_ratio,applied_alignments,0.9968,
metrics,human-mouse-s2_aml_15k_p24,comment_coverage_ratio,applied_alignments,0.0,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_count,applied_alignments,0.0,
metrics,human-mouse-s2_aml_15k_p24,multi_domain_range_change_per_alignment,applied_alignments,0.0,
metrics,human-mouse-s2_aml_15k_p24,structural_redundancy,applied_alignments,0.089324,
metrics,human-mouse-s2_aml_15k_p24,ALC,applied_alignments,3656.0,
metrics,human-mouse-s2_aml_15k_p24,average_depth,applied_alignments,3.1022,
metrics,human-mouse-s2_aml_15k_p24,max_depth,applied_alignments,10.0,
metrics,human-mouse-s2_aml_15k_p24,average_breadth,applied_alignments,5.1616,
metrics,human-mouse-s2_aml_15k_p24,max_breadth,applied_alignments,168.0,
metrics,human-mouse-s2_aml_15k_p24,unsatisfiable_classes,applied_alignments,,
metrics,human-mouse-s2_aml_15k_p24,applied_alignments,applied_alignments,1396.0,40
metrics,human-mouse-s2_aml_15k_p24,ARC,arom_ontology,603.0,
