"# section: metrics (per scenario, per metric, per graph)"
section,scenario,metric,graph,value,suspected
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,ARC,union_input,1057.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,cycle_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,syntactic_uniqueness_ratio,union_input,1.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,cross_onto_subclassof_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,new_cross_onto_relations_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,cross_onto_relations_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,corc_per_applied_alignment,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,new_intra_onto_relations_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,triple_count_delta,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,connectivity_ratio,union_input,0.825,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,triple_preservation_ratio,union_input,1.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,annotation_coverage_ratio,union_input,0.9975,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,comment_coverage_ratio,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,multi_domain_range_count,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,multi_domain_range_change_per_alignment,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,structural_redundancy,union_input,0.029134,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,ALC,union_input,4886.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,average_depth,union_input,3.8034,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,max_depth,union_input,10.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,average_breadth,union_input,4.8208,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,max_breadth,union_input,151.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,unsatisfiable_classes,union_input,,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,applied_alignments,union_input,0.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,ARC,merged_ontology,1260.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,cycle_count,merged_ontology,100.0,
metrics,human-mouse_aml_15000c_p1000_deepseek_deepseek-v4-flash,syntactic_uniqueness_ratio,merged_ontology,0.9869,
